ghe.qn,ghe.ghe_Tin,ghe.q_time[n],ghe.ghe_load[n],ghe.q_lntts[n],ghe.g_data[n],ghe.ghe_Tout[n],ghe.ghe_Tf[n],ghe.c1
11.0937,6.94788e-310,23983200,11.0937,-3.83576,4.68728,13.9201,14.5804,23.0209
11.0951,6.94788e-310,23986800,11.0951,-3.83561,4.68734,13.9312,14.5917,23.158
11.0966,6.94788e-310,23990400,11.0966,-3.83546,4.68741,13.9423,14.6028,23.2936
11.098,6.94788e-310,23994000,11.098,-3.83531,4.68748,13.9532,14.6138,23.4276
11.0994,6.94788e-310,23997600,11.0994,-3.83516,4.68755,13.964,14.6247,23.5602
11.1008,6.94788e-310,24001200,11.1008,-3.83501,4.68761,13.9747,14.6355,23.6913
11.1021,6.94788e-310,24004800,11.1021,-3.83486,4.68768,13.9853,14.6461,23.821
11.1035,6.94788e-310,24008400,11.1035,-3.83471,4.68775,13.9957,14.6567,23.9493
11.1048,6.94788e-310,24012000,11.1048,-3.83456,4.68782,14.0061,14.6671,24.0763
11.1061,6.94788e-310,24015600,11.1061,-3.83441,4.68788,14.0163,14.6774,24.2019
11.1073,6.94788e-310,24019200,11.1073,-3.83426,4.68795,14.0264,14.6876,24.3262
11.1086,6.94788e-310,24022800,11.1086,-3.83411,4.68802,14.0364,14.6977,24.4493
11.1098,6.94788e-310,24026400,11.1098,-3.83396,4.68809,14.0464,14.7077,24.571
11.111,6.94788e-310,24030000,11.111,-3.83381,4.68815,14.0562,14.7175,24.6916
11.1122,6.94788e-310,24033600,11.1122,-3.83366,4.68822,14.0659,14.7273,24.8109
11.1134,6.94788e-310,24037200,11.1134,-3.83351,4.68829,14.0755,14.737,24.929
11.1145,6.94788e-310,24040800,11.1145,-3.83336,4.68835,14.085,14.7466,25.046
11.1156,6.94788e-310,24044400,11.1156,-3.83321,4.68842,14.0944,14.7561,25.1618
11.1168,6.94788e-310,24048000,11.1168,-3.83306,4.68849,14.1038,14.7655,25.2765
11.1179,6.94788e-310,24051600,11.1179,-3.83291,4.68856,14.113,14.7748,25.39
11.1189,6.94788e-310,24055200,11.1189,-3.83276,4.68862,14.1221,14.784,25.5025
11.12,6.94788e-310,24058800,11.12,-3.83261,4.68869,14.1312,14.7931,25.6139
11.121,6.94788e-310,24062400,11.121,-3.83247,4.68876,14.1402,14.8021,25.7243
11.1221,6.94788e-310,24066000,11.1221,-3.83232,4.68883,14.1491,14.8111,25.8336
11.1231,6.94788e-310,24069600,11.1231,-3.83217,4.68889,14.1579,14.82,25.942
11.1241,6.94788e-310,24073200,11.1241,-3.83202,4.68896,14.1666,14.8287,26.0493
11.1251,6.94788e-310,24076800,11.1251,-3.83187,4.68903,14.1752,14.8374,26.1557
11.126,6.94788e-310,24080400,11.126,-3.83172,4.68909,14.1838,14.8461,26.2612
11.127,6.94788e-310,24084000,11.127,-3.83157,4.68916,14.1923,14.8546,26.3657
11.1279,6.94788e-310,24087600,11.1279,-3.83142,4.68923,14.2007,14.8631,26.4693
11.1288,6.94788e-310,24091200,11.1288,-3.83127,4.6893,14.2091,14.8715,26.572
11.1297,6.94788e-310,24094800,11.1297,-3.83112,4.68936,14.2173,14.8798,26.6738
11.1306,6.94788e-310,24098400,11.1306,-3.83097,4.68943,14.2255,14.8881,26.7747
11.1315,6.94788e-310,24102000,11.1315,-3.83082,4.6895,14.2336,14.8962,26.8748
11.1324,6.94788e-310,24105600,11.1324,-3.83067,4.68956,14.2417,14.9043,26.974
11.1336,6.94788e-310,24109200,11.1336,-3.83052,4.68963,14.2496,14.9124,27.0696
11.1355,6.94788e-310,24112800,11.1355,-3.83037,4.6897,14.2574,14.9202,27.1586
11.1385,6.94788e-310,24116400,11.1385,-3.83022,4.68976,14.2648,14.9278,27.2405
11.1422,6.94788e-310,24120000,11.1422,-3.83007,4.68983,14.2718,14.9351,27.3164
11.1462,6.94788e-310,24123600,11.1462,-3.82993,4.6899,14.2784,14.9419,27.3885
11.1499,6.94788e-310,24127200,11.1499,-3.82978,4.68997,14.2846,14.9483,27.4584
11.1529,6.94788e-310,24130800,11.1529,-3.82963,4.69003,14.2904,14.9543,27.5275
11.1551,6.94788e-310,24134400,11.1551,-3.82948,4.6901,14.296,14.96,27.5963
11.1566,6.94788e-310,24138000,11.1566,-3.82933,4.69017,14.3014,14.9655,27.6649
11.1574,6.94788e-310,24141600,11.1574,-3.82918,4.69023,14.3068,14.9709,27.7332
11.1579,6.94788e-310,24145200,11.1579,-3.82903,4.6903,14.3121,14.9763,27.8008
11.1582,6.94788e-310,24148800,11.1582,-3.82888,4.69037,14.3175,14.9816,27.8676
11.1585,6.94788e-310,24152400,11.1585,-3.82873,4.69043,14.3228,14.987,27.9334
11.1589,6.94788e-310,24156000,11.1589,-3.82858,4.6905,14.328,14.9923,27.9983
11.1595,6.94788e-310,24159600,11.1595,-3.82843,4.69057,14.3333,14.9975,28.0622
11.1601,6.94788e-310,24163200,11.1601,-3.82828,4.69064,14.3384,15.0027,28.1254
11.1608,6.94788e-310,24166800,11.1608,-3.82814,4.6907,14.3436,15.0079,28.1878
11.1615,6.94788e-310,24170400,11.1615,-3.82799,4.69077,14.3486,15.013,28.2496
11.1622,6.94788e-310,24174000,11.1622,-3.82784,4.69084,14.3536,15.018,28.3108
11.1628,6.94788e-310,24177600,11.1628,-3.82769,4.6909,14.3586,15.023,28.3715
11.1635,6.94788e-310,24181200,11.1635,-3.82754,4.69097,14.3634,15.0279,28.4317
11.164,6.94788e-310,24184800,11.164,-3.82739,4.69104,14.3683,15.0328,28.4913
11.1646,6.94788e-310,24188400,11.1646,-3.82724,4.6911,14.3731,15.0376,28.5504
11.1651,6.94788e-310,24192000,11.1651,-3.82709,4.69117,14.3778,15.0424,28.6091
11.1656,6.94788e-310,24195600,11.1656,-3.82694,4.69124,14.3826,15.0472,28.6672
11.1661,6.94788e-310,24199200,11.1661,-3.8268,4.6913,14.3872,15.0519,28.7248
11.1666,6.94788e-310,24202800,11.1666,-3.82665,4.69137,14.3919,15.0565,28.782
11.1671,6.94788e-310,24206400,11.1671,-3.8265,4.69144,14.3965,15.0612,28.8387
11.1676,6.94788e-310,24210000,11.1676,-3.82635,4.6915,14.401,15.0658,28.8949
11.168,6.94788e-310,24213600,11.168,-3.8262,4.69157,14.4056,15.0703,28.9507
11.1685,6.94788e-310,24217200,11.1685,-3.82605,4.69164,14.41,15.0748,29.006
11.169,6.94788e-310,24220800,11.169,-3.8259,4.6917,14.4145,15.0793,29.0609
11.1694,6.94788e-310,24224400,11.1694,-3.82576,4.69177,14.4189,15.0838,29.1154
11.1699,6.94788e-310,24228000,11.1699,-3.82561,4.69184,14.4233,15.0882,29.1695
11.1703,6.94788e-310,24231600,11.1703,-3.82546,4.6919,14.4277,15.0926,29.2232
11.1707,6.94788e-310,24235200,11.1707,-3.82531,4.69197,14.432,15.0969,29.2765
11.1711,6.94788e-310,24238800,11.1711,-3.82516,4.69204,14.4363,15.1012,29.3293
11.1716,6.94788e-310,24242400,11.1716,-3.82501,4.6921,14.4405,15.1055,29.3819
11.172,6.94788e-310,24246000,11.172,-3.82486,4.69217,14.4447,15.1097,29.434
11.1724,6.94788e-310,24249600,11.1724,-3.82472,4.69224,14.4489,15.114,29.4857
11.1728,6.94788e-310,24253200,11.1728,-3.82457,4.6923,14.4531,15.1181,29.5371
11.1732,6.94788e-310,24256800,11.1732,-3.82442,4.69237,14.4572,15.1223,29.5881
11.1736,6.94788e-310,24260400,11.1736,-3.82427,4.69244,14.4613,15.1264,29.6388
11.174,6.94788e-310,24264000,11.174,-3.82412,4.6925,14.4654,15.1305,29.6891
11.1744,6.94788e-310,24267600,11.1744,-3.82397,4.69257,14.4695,15.1346,29.7391
11.1747,6.94788e-310,24271200,11.1747,-3.82383,4.69264,14.4735,15.1386,29.7887
11.1751,6.94788e-310,24274800,11.1751,-3.82368,4.6927,14.4775,15.1427,29.838
11.1755,6.94788e-310,24278400,11.1755,-3.82353,4.69277,14.4814,15.1466,29.887
11.1759,6.94788e-310,24282000,11.1759,-3.82338,4.69284,14.4854,15.1506,29.9356
11.1762,6.94788e-310,24285600,11.1762,-3.82323,4.6929,14.4893,15.1545,29.9839
11.1766,6.94788e-310,24289200,11.1766,-3.82308,4.69297,14.4932,15.1584,30.0319
11.1769,6.94788e-310,24292800,11.1769,-3.82294,4.69304,14.497,15.1623,30.0796
11.1773,6.94788e-310,24296400,11.1773,-3.82279,4.6931,14.5009,15.1662,30.127
11.1776,6.94788e-310,24300000,11.1776,-3.82264,4.69317,14.5047,15.17,30.174
11.178,6.94788e-310,24303600,11.178,-3.82249,4.69324,14.5085,15.1738,30.2208
11.1783,6.94788e-310,24307200,11.1783,-3.82234,4.6933,14.5122,15.1776,30.2672
11.1787,6.94788e-310,24310800,11.1787,-3.8222,4.69337,14.516,15.1813,30.3134
11.179,6.94788e-310,24314400,11.179,-3.82205,4.69344,14.5197,15.1851,30.3593
11.1793,6.94788e-310,24318000,11.1793,-3.8219,4.6935,14.5234,15.1888,30.4049
11.1797,6.94788e-310,24321600,11.1797,-3.82175,4.69357,14.527,15.1925,30.4502
11.18,6.94788e-310,24325200,11.18,-3.8216,4.69364,14.5307,15.1961,30.4952
11.1803,6.94788e-310,24328800,11.1803,-3.82145,4.6937,14.5343,15.1998,30.5399
11.1806,6.94788e-310,24332400,11.1806,-3.82131,4.69377,14.5379,15.2034,30.5844
11.181,6.94788e-310,24336000,11.181,-3.82116,4.69384,14.5415,15.207,30.6286
11.1813,6.94788e-310,24339600,11.1813,-3.82101,4.6939,14.545,15.2106,30.6726
11.1816,6.94788e-310,24343200,11.1816,-3.82086,4.69397,14.5485,15.2141,30.7162
11.1819,6.94788e-310,24346800,11.1819,-3.82072,4.69403,14.5521,15.2176,30.7597
11.1822,6.94788e-310,24350400,11.1822,-3.82057,4.6941,14.5555,15.2212,30.8029
11.1825,6.94788e-310,24354000,11.1825,-3.82042,4.69417,14.559,15.2246,30.8458
11.1828,6.94788e-310,24357600,11.1828,-3.82027,4.69423,14.5625,15.2281,30.8886
11.183,6.94788e-310,24361200,11.183,-3.82012,4.6943,14.5659,15.2316,30.931
11.1833,6.94788e-310,24364800,11.1833,-3.81998,4.69437,14.5693,15.235,30.9732
11.1836,6.94788e-310,24368400,11.1836,-3.81983,4.69443,14.5727,15.2384,31.0152
11.1839,6.94788e-310,24372000,11.1839,-3.81968,4.6945,14.5761,15.2418,31.0569
11.1842,6.94788e-310,24375600,11.1842,-3.81953,4.69457,14.5794,15.2452,31.0984
11.1845,6.94788e-310,24379200,11.1845,-3.81939,4.69463,14.5828,15.2485,31.1397
11.1848,6.94788e-310,24382800,11.1848,-3.81924,4.6947,14.5861,15.2519,31.1807
11.185,6.94788e-310,24386400,11.185,-3.81909,4.69476,14.5894,15.2552,31.2215
11.1853,6.94788e-310,24390000,11.1853,-3.81894,4.69483,14.5927,15.2585,31.262
11.1856,6.94788e-310,24393600,11.1856,-3.81879,4.6949,14.5959,15.2617,31.3024
11.1859,6.94788e-310,24397200,11.1859,-3.81865,4.69496,14.5992,15.265,31.3425
11.1861,6.94788e-310,24400800,11.1861,-3.8185,4.69503,14.6024,15.2682,31.3823
11.1864,6.94788e-310,24404400,11.1864,-3.81835,4.6951,14.6056,15.2715,31.422
11.1867,6.94788e-310,24408000,11.1867,-3.8182,4.69516,14.6088,15.2747,31.4614
11.1869,6.94788e-310,24411600,11.1869,-3.81806,4.69523,14.612,15.2778,31.5007
11.1872,6.94788e-310,24415200,11.1872,-3.81791,4.69529,14.6151,15.281,31.5397
11.1875,6.94788e-310,24418800,11.1875,-3.81776,4.69536,14.6182,15.2842,31.5785
11.1877,6.94788e-310,24422400,11.1877,-3.81762,4.69543,14.6214,15.2873,31.6171
11.188,6.94788e-310,24426000,11.188,-3.81747,4.69549,14.6245,15.2904,31.6555
11.1882,6.94788e-310,24429600,11.1882,-3.81732,4.69556,14.6276,15.2935,31.6936
11.1885,6.94788e-310,24433200,11.1885,-3.81717,4.69563,14.6306,15.2966,31.7316
11.1887,6.94788e-310,24436800,11.1887,-3.81703,4.69569,14.6337,15.2997,31.7694
11.189,6.94788e-310,24440400,11.189,-3.81688,4.69576,14.6367,15.3027,31.807
11.1892,6.94788e-310,24444000,11.1892,-3.81673,4.69582,14.6397,15.3058,31.8443
11.1895,6.94788e-310,24447600,11.1895,-3.81658,4.69589,14.6427,15.3088,31.8815
11.1897,6.94788e-310,24451200,11.1897,-3.81644,4.69596,14.6457,15.3118,31.9185
11.1899,6.94788e-310,24454800,11.1899,-3.81629,4.69602,14.6487,15.3148,31.9553
11.1902,6.94788e-310,24458400,11.1902,-3.81614,4.69609,14.6517,15.3177,31.9919
11.1904,6.94788e-310,24462000,11.1904,-3.81599,4.69615,14.6546,15.3207,32.0283
11.1907,6.94788e-310,24465600,11.1907,-3.81585,4.69622,14.6575,15.3236,32.0646
11.1909,6.94788e-310,24469200,11.1909,-3.8157,4.69629,14.6604,15.3266,32.1006
11.1911,6.94788e-310,24472800,11.1911,-3.81555,4.69635,14.6633,15.3295,32.1365
11.1913,6.94788e-310,24476400,11.1913,-3.81541,4.69642,14.6662,15.3324,32.1722
11.1916,6.94788e-310,24480000,11.1916,-3.81526,4.69648,14.6691,15.3352,32.2077
11.1918,6.94788e-310,24483600,11.1918,-3.81511,4.69655,14.6719,15.3381,32.243
11.192,6.94788e-310,24487200,11.192,-3.81497,4.69662,14.6748,15.341,32.2781
11.1923,6.94788e-310,24490800,11.1923,-3.81482,4.69668,14.6776,15.3438,32.3129
11.1925,6.94788e-310,24494400,11.1925,-3.81467,4.69675,14.6804,15.3466,32.3476
11.1928,6.94788e-310,24498000,11.1928,-3.81452,4.69681,14.6832,15.3494,32.3821
11.193,6.94788e-310,24501600,11.193,-3.81438,4.69688,14.686,15.3522,32.4164
11.1932,6.94788e-310,24505200,11.1932,-3.81423,4.69695,14.6887,15.355,32.4505
11.1935,6.94788e-310,24508800,11.1935,-3.81408,4.69701,14.6915,15.3577,32.4844
11.1937,6.94788e-310,24512400,11.1937,-3.81394,4.69708,14.6942,15.3605,32.5182
11.1939,6.94788e-310,24516000,11.1939,-3.81379,4.69714,14.6969,15.3632,32.5518
11.1941,6.94788e-310,24519600,11.1941,-3.81364,4.69721,14.6996,15.3659,32.5853
11.1943,6.94788e-310,24523200,11.1943,-3.8135,4.69728,14.7023,15.3686,32.6186
11.1945,6.94788e-310,24526800,11.1945,-3.81335,4.69734,14.705,15.3713,32.6518
11.1947,6.94788e-310,24530400,11.1947,-3.8132,4.69741,14.7076,15.374,32.6847
11.1949,6.94788e-310,24534000,11.1949,-3.81306,4.69747,14.7103,15.3766,32.7175
11.1951,6.94788e-310,24537600,11.1951,-3.81291,4.69754,14.7129,15.3793,32.7501
11.1954,6.94788e-310,24541200,11.1954,-3.81276,4.69761,14.7155,15.3819,32.7825
11.1956,6.94788e-310,24544800,11.1956,-3.81262,4.69767,14.7181,15.3845,32.8148
11.1958,6.94788e-310,24548400,11.1958,-3.81247,4.69774,14.7207,15.3871,32.8469
11.196,6.94788e-310,24552000,11.196,-3.81232,4.6978,14.7233,15.3897,32.8789
11.1962,6.94788e-310,24555600,11.1962,-3.81218,4.69787,14.7259,15.3923,32.9108
11.1964,6.94788e-310,24559200,11.1964,-3.81203,4.69794,14.7284,15.3949,32.9424
11.1966,6.94788e-310,24562800,11.1966,-3.81188,4.698,14.731,15.3974,32.974
11.1968,6.94788e-310,24566400,11.1968,-3.81174,4.69807,14.7335,15.4,33.0054
11.1969,6.94788e-310,24570000,11.1969,-3.81159,4.69813,14.736,15.4025,33.0366
11.1971,6.94788e-310,24573600,11.1971,-3.81144,4.6982,14.7385,15.405,33.0677
11.1973,6.94788e-310,24577200,11.1973,-3.8113,4.69826,14.741,15.4076,33.0987
11.1975,6.94788e-310,24580800,11.1975,-3.81115,4.69833,14.7435,15.4101,33.1295
11.1977,6.94788e-310,24584400,11.1977,-3.811,4.6984,14.746,15.4125,33.1601
11.1979,6.94788e-310,24588000,11.1979,-3.81086,4.69846,14.7485,15.415,33.1906
11.1981,6.94788e-310,24591600,11.1981,-3.81071,4.69853,14.7509,15.4175,33.221
11.1983,6.94788e-310,24595200,11.1983,-3.81056,4.69859,14.7534,15.4199,33.2513
11.1984,6.94788e-310,24598800,11.1984,-3.81042,4.69866,14.7558,15.4224,33.2814
11.1986,6.94788e-310,24602400,11.1986,-3.81027,4.69872,14.7582,15.4248,33.3114
11.1988,6.94788e-310,24606000,11.1988,-3.81013,4.69879,14.7606,15.4272,33.3412
11.199,6.94788e-310,24609600,11.199,-3.80998,4.69886,14.763,15.4296,33.3709
11.1992,6.94788e-310,24613200,11.1992,-3.80983,4.69892,14.7654,15.432,33.4005
11.1993,6.94788e-310,24616800,11.1993,-3.80969,4.69899,14.7678,15.4344,33.43
11.1995,6.94788e-310,24620400,11.1995,-3.80954,4.69905,14.7702,15.4368,33.4593
11.1997,6.94788e-310,24624000,11.1997,-3.80939,4.69912,14.7725,15.4392,33.4885
11.1999,6.94788e-310,24627600,11.1999,-3.80925,4.69918,14.7749,15.4415,33.5176
11.2,6.94788e-310,24631200,11.2,-3.8091,4.69925,14.7772,15.4439,33.5466
11.2002,6.94788e-310,24634800,11.2002,-3.80896,4.69932,14.7795,15.4462,33.5754
11.2004,6.94788e-310,24638400,11.2004,-3.80881,4.69938,14.7818,15.4485,33.6041
11.2005,6.94788e-310,24642000,11.2005,-3.80866,4.69945,14.7841,15.4508,33.6327
11.2007,6.94788e-310,24645600,11.2007,-3.80852,4.69951,14.7864,15.4531,33.6612
11.2009,6.94788e-310,24649200,11.2009,-3.80837,4.69958,14.7887,15.4554,33.6895
11.201,6.94788e-310,24652800,11.201,-3.80823,4.69964,14.791,15.4577,33.7177
11.2012,6.94788e-310,24656400,11.2012,-3.80808,4.69971,14.7933,15.46,33.7459
11.2014,6.94788e-310,24660000,11.2014,-3.80793,4.69977,14.7955,15.4623,33.7739
11.2015,6.94788e-310,24663600,11.2015,-3.80779,4.69984,14.7978,15.4645,33.8017
11.2017,6.94788e-310,24667200,11.2017,-3.80764,4.69991,14.8,15.4668,33.8295
11.2018,6.94788e-310,24670800,11.2018,-3.8075,4.69997,14.8022,15.469,33.8571
11.202,6.94788e-310,24674400,11.202,-3.80735,4.70004,14.8045,15.4713,33.8847
11.2022,6.94788e-310,24678000,11.2022,-3.8072,4.7001,14.8067,15.4735,33.9121
11.2023,6.94788e-310,24681600,11.2023,-3.80706,4.70017,14.8089,15.4757,33.9394
11.2025,6.94788e-310,24685200,11.2025,-3.80691,4.70023,14.8111,15.4779,33.9666
11.2026,6.94788e-310,24688800,11.2026,-3.80677,4.7003,14.8133,15.4801,33.9937
11.2028,6.94788e-310,24692400,11.2028,-3.80662,4.70036,14.8154,15.4823,34.0207
11.2029,6.94788e-310,24696000,11.2029,-3.80647,4.70043,14.8176,15.4844,34.0476
11.2031,6.94788e-310,24699600,11.2031,-3.80633,4.7005,14.8198,15.4866,34.0743
11.2032,6.94788e-310,24703200,11.2032,-3.80618,4.70056,14.8219,15.4888,34.101
11.2034,6.94788e-310,24706800,11.2034,-3.80604,4.70063,14.8241,15.4909,34.1276
11.2035,6.94788e-310,24710400,11.2035,-3.80589,4.70069,14.8262,15.4931,34.154
11.2037,6.94788e-310,24714000,11.2037,-3.80575,4.70076,14.8283,15.4952,34.1804
11.2038,6.94788e-310,24717600,11.2038,-3.8056,4.70082,14.8304,15.4973,34.2066
11.204,6.94788e-310,24721200,11.204,-3.80545,4.70089,14.8325,15.4994,34.2327
11.2041,6.94788e-310,24724800,11.2041,-3.80531,4.70095,14.8346,15.5015,34.2588
11.2043,6.94788e-310,24728400,11.2043,-3.80516,4.70102,14.8367,15.5036,34.2847
11.2044,6.94788e-310,24732000,11.2044,-3.80502,4.70108,14.8388,15.5057,34.3105
11.2046,6.94788e-310,24735600,11.2046,-3.80487,4.70115,14.8409,15.5078,34.3363
11.2047,6.94788e-310,24739200,11.2047,-3.80473,4.70121,14.843,15.5099,34.3619
11.2049,6.94788e-310,24742800,11.2049,-3.80458,4.70128,14.845,15.512,34.3875
11.205,6.94788e-310,24746400,11.205,-3.80444,4.70135,14.8471,15.514,34.4129
11.2052,6.94788e-310,24750000,11.2052,-3.80429,4.70141,14.8491,15.5161,34.4382
11.2053,6.94788e-310,24753600,11.2053,-3.80414,4.70148,14.8511,15.5181,34.4635
11.2054,6.94788e-310,24757200,11.2054,-3.804,4.70154,14.8532,15.5202,34.4886
11.2056,6.94788e-310,24760800,11.2056,-3.80385,4.70161,14.8552,15.5222,34.5137
11.2057,6.94788e-310,24764400,11.2057,-3.80371,4.70167,14.8572,15.5242,34.5387
11.2059,6.94788e-310,24768000,11.2059,-3.80356,4.70174,14.8592,15.5262,34.5635
11.206,6.94788e-310,24771600,11.206,-3.80342,4.7018,14.8612,15.5282,34.5883
11.2061,6.94788e-310,24775200,11.2061,-3.80327,4.70187,14.8632,15.5302,34.613
11.2063,6.94788e-310,24778800,11.2063,-3.80313,4.70193,14.8652,15.5322,34.6376
11.2064,6.94788e-310,24782400,11.2064,-3.80298,4.702,14.8671,15.5342,34.6621
11.2065,6.94788e-310,24786000,11.2065,-3.80284,4.70206,14.8691,15.5362,34.6865
11.2067,6.94788e-310,24789600,11.2067,-3.80269,4.70213,14.8711,15.5381,34.7108
11.2068,6.94788e-310,24793200,11.2068,-3.80255,4.70219,14.873,15.5401,34.735
11.2069,6.94788e-310,24796800,11.2069,-3.8024,4.70226,14.875,15.5421,34.7592
11.2071,6.94788e-310,24800400,11.2071,-3.80226,4.70232,14.8769,15.544,34.7832
11.2072,6.94788e-310,24804000,11.2072,-3.80211,4.70239,14.8788,15.5459,34.8072
11.2073,6.94788e-310,24807600,11.2073,-3.80197,4.70245,14.8808,15.5479,34.831
11.2075,6.94788e-310,24811200,11.2075,-3.80182,4.70252,14.8827,15.5498,34.8548
11.2076,6.94788e-310,24814800,11.2076,-3.80168,4.70258,14.8846,15.5517,34.8785
11.2077,6.94788e-310,24818400,11.2077,-3.80153,4.70265,14.8865,15.5536,34.9022
11.2078,6.94788e-310,24822000,11.2078,-3.80139,4.70271,14.8884,15.5555,34.9257
11.208,6.94788e-310,24825600,11.208,-3.80124,4.70278,14.8903,15.5574,34.9491
11.2081,6.94788e-310,24829200,11.2081,-3.8011,4.70285,14.8922,15.5593,34.9725
11.2082,6.94788e-310,24832800,11.2082,-3.80095,4.70291,14.894,15.5612,34.9958
11.2084,6.94788e-310,24836400,11.2084,-3.80081,4.70298,14.8959,15.5631,35.019
11.2085,6.94788e-310,24840000,11.2085,-3.80066,4.70304,14.8978,15.5649,35.0421
11.2086,6.94788e-310,24843600,11.2086,-3.80052,4.70311,14.8996,15.5668,35.0652
11.2087,6.94788e-310,24847200,11.2087,-3.80037,4.70317,14.9015,15.5687,35.0881
11.2088,6.94788e-310,24850800,11.2088,-3.80023,4.70324,14.9033,15.5705,35.111
11.209,6.94788e-310,24854400,11.209,-3.80008,4.7033,14.9052,15.5724,35.1338
11.2091,6.94788e-310,24858000,11.2091,-3.79994,4.70337,14.907,15.5742,35.1565
11.2092,6.94788e-310,24861600,11.2092,-3.79979,4.70343,14.9088,15.576,35.1791
11.2093,6.94788e-310,24865200,11.2093,-3.79965,4.7035,14.9106,15.5779,35.2017
11.2095,6.94788e-310,24868800,11.2095,-3.7995,4.70356,14.9124,15.5797,35.2242
11.2096,6.94788e-310,24872400,11.2096,-3.79936,4.70363,14.9143,15.5815,35.2466
11.2097,6.94788e-310,24876000,11.2097,-3.79921,4.70369,14.9161,15.5833,35.2689
11.2098,6.94788e-310,24879600,11.2098,-3.79907,4.70376,14.9178,15.5851,35.2911
11.2099,6.94788e-310,24883200,11.2099,-3.79892,4.70382,14.9196,15.5869,35.3133
11.2101,6.94788e-310,24886800,11.2101,-3.79878,4.70389,14.9214,15.5887,35.3354
11.2102,6.94788e-310,24890400,11.2102,-3.79863,4.70395,14.9232,15.5905,35.3574
11.2103,6.94788e-310,24894000,11.2103,-3.79849,4.70402,14.925,15.5922,35.3794
11.2104,6.94788e-310,24897600,11.2104,-3.79834,4.70408,14.9267,15.594,35.4013
11.2105,6.94788e-310,24901200,11.2105,-3.7982,4.70415,14.9285,15.5958,35.4231
11.2106,6.94788e-310,24904800,11.2106,-3.79806,4.70421,14.9302,15.5975,35.4448
11.2107,6.94788e-310,24908400,11.2107,-3.79791,4.70428,14.932,15.5993,35.4664
11.2109,6.94788e-310,24912000,11.2109,-3.79777,4.70434,14.9337,15.601,35.488
11.211,6.94788e-310,24915600,11.211,-3.79762,4.70441,14.9354,15.6028,35.5095
11.2111,6.94788e-310,24919200,11.2111,-3.79748,4.70447,14.9372,15.6045,35.531
11.2112,6.94788e-310,24922800,11.2112,-3.79733,4.70453,14.9389,15.6062,35.5523
11.2113,6.94788e-310,24926400,11.2113,-3.79719,4.7046,14.9406,15.6079,35.5736
11.2114,6.94788e-310,24930000,11.2114,-3.79704,4.70466,14.9423,15.6097,35.5949
11.2115,6.94788e-310,24933600,11.2115,-3.7969,4.70473,14.944,15.6114,35.616
11.2116,6.94788e-310,24937200,11.2116,-3.79676,4.70479,14.9457,15.6131,35.6371
11.2118,6.94788e-310,24940800,11.2118,-3.79661,4.70486,14.9474,15.6148,35.6581
11.2119,6.94788e-310,24944400,11.2119,-3.79647,4.70492,14.9491,15.6165,35.6791
11.212,6.94788e-310,24948000,11.212,-3.79632,4.70499,14.9508,15.6182,35.7
11.2121,6.94788e-310,24951600,11.2121,-3.79618,4.70505,14.9525,15.6198,35.7208
11.2122,6.94788e-310,24955200,11.2122,-3.79603,4.70512,14.9541,15.6215,35.7415
11.2123,6.94788e-310,24958800,11.2123,-3.79589,4.70518,14.9558,15.6232,35.7622
11.2124,6.94788e-310,24962400,11.2124,-3.79575,4.70525,14.9575,15.6249,35.7828
11.2125,6.94788e-310,24966000,11.2125,-3.7956,4.70531,14.9591,15.6265,35.8034
11.2126,6.94788e-310,24969600,11.2126,-3.79546,4.70538,14.9608,15.6282,35.8239
11.2127,6.94788e-310,24973200,11.2127,-3.79531,4.70544,14.9624,15.6298,35.8443
11.2128,6.94788e-310,24976800,11.2128,-3.79517,4.70551,14.964,15.6315,35.8646
11.2129,6.94788e-310,24980400,11.2129,-3.79502,4.70557,14.9657,15.6331,35.8849
11.213,6.94788e-310,24984000,11.213,-3.79488,4.70564,14.9673,15.6347,35.9051
11.2131,6.94788e-310,24987600,11.2131,-3.79474,4.7057,14.9689,15.6364,35.9253
11.2132,6.94788e-310,24991200,11.2132,-3.79459,4.70577,14.9705,15.638,35.9454
11.2133,6.94788e-310,24994800,11.2133,-3.79445,4.70583,14.9722,15.6396,35.9654
11.2135,6.94788e-310,24998400,11.2135,-3.7943,4.70589,14.9738,15.6412,35.9854
11.2136,6.94788e-310,25002000,11.2136,-3.79416,4.70596,14.9754,15.6428,36.0053
11.2137,6.94788e-310,25005600,11.2137,-3.79402,4.70602,14.977,15.6445,36.0251
11.2138,6.94788e-310,25009200,11.2138,-3.79387,4.70609,14.9786,15.6461,36.0449
11.2139,6.94788e-310,25012800,11.2139,-3.79373,4.70615,14.9802,15.6476,36.0647
11.214,6.94788e-310,25016400,11.214,-3.79358,4.70622,14.9817,15.6492,36.0843
11.2141,6.94788e-310,25020000,11.2141,-3.79344,4.70628,14.9833,15.6508,36.1039
11.2142,6.94788e-310,25023600,11.2142,-3.7933,4.70635,14.9849,15.6524,36.1235
11.2143,6.94788e-310,25027200,11.2143,-3.79315,4.70641,14.9865,15.654,36.1429
11.2144,6.94788e-310,25030800,11.2144,-3.79301,4.70648,14.988,15.6555,36.1624
11.2145,6.94788e-310,25034400,11.2145,-3.79286,4.70654,14.9896,15.6571,36.1817
