Hour, Average fluid temperature (°C), HP Inlet fluid temperature (°C), HP Outlet fluid temperature (°C), Load on ground (W/m),  Heat pump power consumption (kWh)
634,6.08,6.53,5.62,7.377,0.27
635,6.08,6.53,5.62,7.377,0.27
636,6.07,6.53,5.62,7.377,0.27
637,6.07,6.53,5.62,7.377,0.27
638,6.07,6.53,5.62,7.377,0.27
639,6.07,6.53,5.62,7.377,0.27
640,6.07,6.53,5.62,7.377,0.27
641,6.07,6.53,5.62,7.377,0.27
642,6.07,6.53,5.62,7.377,0.27
643,6.07,6.53,5.62,7.377,0.27
644,6.07,6.52,5.62,7.377,0.27
645,6.07,6.52,5.62,7.377,0.27
646,6.07,6.52,5.62,7.377,0.27
647,6.07,6.52,5.62,7.377,0.27
648,6.07,6.52,5.62,7.377,0.27
649,6.07,6.52,5.62,7.377,0.27
650,6.07,6.52,5.62,7.377,0.27
651,6.07,6.52,5.61,7.377,0.27
652,6.07,6.52,5.61,7.377,0.27
653,6.07,6.52,5.61,7.377,0.27
654,6.07,6.52,5.61,7.377,0.27
655,6.07,6.52,5.61,7.377,0.27
656,6.07,6.52,5.61,7.377,0.27
657,6.07,6.52,5.61,7.377,0.27
658,6.07,6.52,5.61,7.377,0.27
659,6.06,6.52,5.61,7.377,0.27
660,6.06,6.52,5.61,7.377,0.27
661,6.06,6.52,5.61,7.377,0.27
662,6.06,6.52,5.61,7.377,0.27
663,6.06,6.52,5.61,7.377,0.27
664,6.06,6.52,5.61,7.377,0.27
665,6.06,6.52,5.61,7.377,0.27
666,6.06,6.52,5.61,7.377,0.27
667,6.06,6.51,5.61,7.377,0.27
668,6.06,6.51,5.61,7.377,0.27
669,6.06,6.51,5.61,7.377,0.27
670,6.06,6.51,5.61,7.377,0.27
671,6.06,6.51,5.61,7.377,0.27
672,6.06,6.51,5.61,7.377,0.27
673,6.06,6.51,5.61,7.377,0.27
674,6.06,6.51,5.6,7.377,0.27
675,6.06,6.51,5.6,7.377,0.27
676,6.06,6.51,5.6,7.377,0.27
677,6.06,6.51,5.6,7.377,0.27
678,6.06,6.51,5.6,7.376,0.27
679,6.06,6.51,5.6,7.376,0.27
680,6.06,6.51,5.6,7.376,0.27
681,6.06,6.51,5.6,7.376,0.27
682,6.06,6.51,5.6,7.376,0.27
683,6.05,6.51,5.6,7.376,0.27
684,6.05,6.51,5.6,7.376,0.27
685,6.05,6.51,5.6,7.376,0.27
686,6.05,6.51,5.6,7.376,0.27
687,6.05,6.51,5.6,7.376,0.27
688,6.05,6.51,5.6,7.376,0.27
689,6.05,6.51,5.6,7.376,0.27
690,6.05,6.51,5.6,7.376,0.27
691,6.05,6.5,5.6,7.376,0.27
692,6.05,6.5,5.6,7.376,0.27
693,6.05,6.5,5.6,7.376,0.27
694,6.05,6.5,5.6,7.376,0.27
695,6.05,6.5,5.6,7.376,0.27
696,6.05,6.5,5.6,7.376,0.27
697,6.05,6.5,5.6,7.376,0.27
698,6.05,6.5,5.6,7.376,0.27
699,6.05,6.5,5.59,7.376,0.27
700,6.05,6.5,5.59,7.376,0.27
701,6.05,6.5,5.59,7.376,0.27
702,6.05,6.5,5.59,7.376,0.27
703,6.05,6.5,5.59,7.376,0.27
704,6.05,6.5,5.59,7.376,0.27
705,6.05,6.5,5.59,7.376,0.27
706,6.05,6.5,5.59,7.376,0.27
707,6.05,6.5,5.59,7.376,0.27
708,6.04,6.5,5.59,7.376,0.27
709,6.04,6.5,5.59,7.376,0.27
710,6.04,6.5,5.59,7.376,0.27
711,6.04,6.5,5.59,7.376,0.27
712,6.04,6.5,5.59,7.376,0.27
713,6.04,6.5,5.59,7.376,0.27
714,6.04,6.5,5.59,7.376,0.27
715,6.04,6.5,5.59,7.376,0.27
716,6.04,6.5,5.59,7.376,0.27
717,6.04,6.49,5.59,7.376,0.27
718,6.04,6.49,5.59,7.376,0.27
719,6.04,6.49,5.59,7.376,0.27
720,6.04,6.49,5.59,7.376,0.27
721,6.04,6.49,5.59,7.376,0.27
722,6.04,6.49,5.59,7.376,0.27
723,6.04,6.49,5.59,7.376,0.27
724,6.04,6.49,5.59,7.376,0.27
725,6.04,6.49,5.58,7.376,0.27
726,6.04,6.49,5.58,7.376,0.27
727,6.04,6.49,5.58,7.376,0.27
728,6.04,6.49,5.58,7.376,0.27
729,6.04,6.49,5.58,7.376,0.27
730,6.04,6.49,5.58,7.376,0.27
731,9.54,8.86,10.22,-11.042,0.107
732,10.49,9.81,11.17,-11.066,0.109
733,11.03,10.35,11.72,-11.08,0.111
734,11.4,10.72,12.08,-11.089,0.112
735,11.66,10.98,12.35,-11.097,0.112
736,11.87,11.19,12.55,-11.103,0.113
737,12.04,11.36,12.72,-11.108,0.113
738,12.18,11.5,12.86,-11.112,0.114
739,12.3,11.62,12.99,-11.115,0.114
740,12.41,11.72,13.09,-11.118,0.115
741,12.5,11.82,13.19,-11.121,0.115
742,12.58,11.9,13.27,-11.124,0.115
743,12.66,11.98,13.34,-11.126,0.115
744,12.73,12.05,13.41,-11.128,0.115
745,12.79,12.11,13.48,-11.13,0.116
746,12.85,12.17,13.54,-11.132,0.116
747,12.91,12.22,13.59,-11.134,0.116
748,12.96,12.27,13.64,-11.135,0.116
749,13,12.32,13.69,-11.137,0.116
750,13.05,12.36,13.73,-11.138,0.116
751,13.09,12.41,13.78,-11.139,0.117
752,13.13,12.45,13.82,-11.141,0.117
753,13.17,12.48,13.85,-11.142,0.117
754,13.21,12.52,13.89,-11.143,0.117
755,13.24,12.56,13.93,-11.144,0.117
756,13.27,12.59,13.96,-11.145,0.117
757,13.31,12.62,13.99,-11.146,0.117
758,13.34,12.65,14.02,-11.147,0.117
759,13.37,12.68,14.05,-11.148,0.117
760,13.39,12.71,14.08,-11.149,0.118
761,13.42,12.73,14.11,-11.15,0.118
762,13.45,12.76,14.13,-11.151,0.118
763,13.47,12.79,14.16,-11.152,0.118
764,13.5,12.81,14.18,-11.153,0.118
765,13.52,12.83,14.21,-11.153,0.118
766,13.54,12.86,14.23,-11.154,0.118
767,13.57,12.88,14.25,-11.155,0.118
768,13.59,12.9,14.27,-11.155,0.118
769,13.61,12.92,14.29,-11.156,0.118
770,13.63,12.94,14.31,-11.157,0.118
771,13.65,12.96,14.33,-11.157,0.118
772,13.67,12.98,14.35,-11.158,0.118
773,13.69,13,14.37,-11.159,0.118
774,13.7,13.02,14.39,-11.159,0.119
775,13.72,13.04,14.41,-11.16,0.119
776,13.74,13.05,14.43,-11.16,0.119
777,13.76,13.07,14.44,-11.161,0.119
778,13.77,13.09,14.46,-11.162,0.119
779,13.79,13.1,14.48,-11.162,0.119
780,13.81,13.12,14.49,-11.163,0.119
781,13.82,13.13,14.51,-11.163,0.119
782,13.84,13.15,14.52,-11.164,0.119
783,13.85,13.16,14.54,-11.164,0.119
784,13.87,13.18,14.55,-11.165,0.119
785,13.88,13.19,14.57,-11.165,0.119
786,13.89,13.21,14.58,-11.166,0.119
787,13.91,13.22,14.59,-11.166,0.119
788,13.92,13.23,14.61,-11.166,0.119
789,13.93,13.25,14.62,-11.167,0.119
790,13.95,13.26,14.63,-11.167,0.119
791,13.96,13.27,14.65,-11.168,0.119
792,13.97,13.29,14.66,-11.168,0.119
793,13.99,13.3,14.67,-11.169,0.119
794,14,13.32,14.69,-11.169,0.12
795,14.02,13.33,14.7,-11.17,0.12
796,14.03,13.35,14.72,-11.17,0.12
797,14.05,13.36,14.74,-11.171,0.12
798,14.06,13.38,14.75,-11.171,0.12
799,14.08,13.39,14.77,-11.172,0.12
800,14.09,13.41,14.78,-11.172,0.12
801,14.11,13.42,14.79,-11.173,0.12
802,14.12,13.43,14.81,-11.173,0.12
803,14.14,13.45,14.82,-11.174,0.12
804,14.15,13.46,14.84,-11.174,0.12
805,14.16,13.48,14.85,-11.175,0.12
806,14.18,13.49,14.86,-11.175,0.12
807,14.19,13.5,14.88,-11.176,0.12
808,14.2,13.52,14.89,-11.176,0.12
809,14.22,13.53,14.9,-11.176,0.12
810,14.23,13.54,14.92,-11.177,0.12
811,14.24,13.55,14.93,-11.177,0.12
812,14.25,13.57,14.94,-11.178,0.12
813,14.27,13.58,14.95,-11.178,0.12
814,14.28,13.59,14.97,-11.179,0.12
815,14.29,13.6,14.98,-11.179,0.12
816,14.3,13.61,14.99,-11.179,0.121
817,14.31,13.63,15,-11.18,0.121
818,14.33,13.64,15.01,-11.18,0.121
819,14.34,13.65,15.02,-11.181,0.121
820,14.35,13.66,15.04,-11.181,0.121
821,14.36,13.67,15.05,-11.181,0.121
822,14.37,13.68,15.06,-11.182,0.121
823,14.38,13.69,15.07,-11.182,0.121
824,14.39,13.7,15.08,-11.182,0.121
825,14.4,13.72,15.09,-11.183,0.121
826,14.41,13.73,15.1,-11.183,0.121
827,14.42,13.74,15.11,-11.184,0.121
828,14.43,13.75,15.12,-11.184,0.121
829,14.44,13.76,15.13,-11.184,0.121
830,14.45,13.77,15.14,-11.185,0.121
831,14.46,13.78,15.15,-11.185,0.121
832,14.47,13.79,15.16,-11.185,0.121
833,14.48,13.8,15.17,-11.186,0.121
834,14.49,13.81,15.18,-11.186,0.121
835,14.5,13.82,15.19,-11.186,0.121
836,14.51,13.83,15.2,-11.187,0.121
837,14.52,13.83,15.21,-11.187,0.121
838,14.53,13.84,15.22,-11.187,0.121
839,14.54,13.85,15.23,-11.188,0.121
840,14.55,13.86,15.24,-11.188,0.121
841,14.56,13.87,15.25,-11.188,0.121
842,14.57,13.88,15.26,-11.189,0.121
843,14.58,13.89,15.27,-11.189,0.121
844,14.59,13.9,15.27,-11.189,0.121
845,14.59,13.91,15.28,-11.189,0.121
846,14.6,13.92,15.29,-11.19,0.122
847,14.61,13.92,15.3,-11.19,0.122
848,14.62,13.93,15.31,-11.19,0.122
849,14.63,13.94,15.32,-11.191,0.122
850,14.64,13.95,15.33,-11.191,0.122
851,14.65,13.96,15.33,-11.191,0.122
852,14.65,13.97,15.34,-11.192,0.122
853,14.66,13.97,15.35,-11.192,0.122
854,14.67,13.98,15.36,-11.192,0.122
855,14.68,13.99,15.37,-11.192,0.122
856,14.69,14,15.37,-11.193,0.122
857,14.69,14.01,15.38,-11.193,0.122
858,14.7,14.01,15.39,-11.193,0.122
859,14.7,14.02,15.39,-11.193,0.122
860,14.71,14.02,15.4,-11.194,0.122
861,14.72,14.03,15.4,-11.194,0.122
862,14.72,14.03,15.41,-11.194,0.122
863,14.73,14.04,15.41,-11.194,0.122
864,14.73,14.04,15.42,-11.194,0.122
865,14.74,14.05,15.42,-11.194,0.122
866,14.74,14.05,15.43,-11.195,0.122
867,14.75,14.06,15.43,-11.195,0.122
868,14.75,14.06,15.44,-11.195,0.122
869,14.76,14.07,15.44,-11.195,0.122
870,14.76,14.07,15.45,-11.195,0.122
871,14.77,14.08,15.45,-11.196,0.122
872,14.77,14.08,15.46,-11.196,0.122
873,14.78,14.09,15.46,-11.196,0.122
874,14.78,14.09,15.47,-11.196,0.122
875,14.79,14.1,15.47,-11.196,0.122
876,14.79,14.1,15.48,-11.196,0.122
877,14.8,14.11,15.48,-11.197,0.122
878,14.8,14.11,15.49,-11.197,0.122
879,14.81,14.12,15.49,-11.197,0.122
880,14.81,14.12,15.5,-11.197,0.122
881,14.81,14.13,15.5,-11.197,0.122
882,14.82,14.13,15.51,-11.197,0.122
883,14.82,14.14,15.51,-11.198,0.122
884,14.83,14.14,15.52,-11.198,0.122
885,14.83,14.14,15.52,-11.198,0.122
886,14.84,14.15,15.53,-11.198,0.122
887,14.84,14.15,15.53,-11.198,0.122
888,14.85,14.16,15.53,-11.198,0.122
889,14.85,14.16,15.54,-11.198,0.122
890,14.85,14.17,15.54,-11.199,0.122
891,14.86,14.17,15.55,-11.199,0.122
892,14.86,14.17,15.55,-11.199,0.122
893,14.87,14.18,15.56,-11.199,0.122
894,14.87,14.18,15.56,-11.199,0.122
895,14.88,14.19,15.56,-11.199,0.122
896,14.88,14.19,15.57,-11.2,0.122
897,14.88,14.2,15.57,-11.2,0.122
898,14.89,14.2,15.58,-11.2,0.123
899,14.89,14.2,15.58,-11.2,0.123
900,14.9,14.21,15.59,-11.2,0.123
901,14.9,14.21,15.59,-11.2,0.123
902,14.9,14.22,15.59,-11.2,0.123
903,14.91,14.22,15.6,-11.201,0.123
904,14.91,14.22,15.6,-11.201,0.123
905,14.92,14.23,15.61,-11.201,0.123
906,14.92,14.23,15.61,-11.201,0.123
907,14.92,14.24,15.61,-11.201,0.123
908,14.93,14.24,15.62,-11.201,0.123
909,14.93,14.24,15.62,-11.201,0.123
910,14.94,14.25,15.62,-11.202,0.123
911,14.94,14.25,15.63,-11.202,0.123
912,14.94,14.25,15.63,-11.202,0.123
913,14.95,14.26,15.64,-11.202,0.123
914,14.95,14.26,15.64,-11.202,0.123
915,14.95,14.27,15.64,-11.202,0.123
916,14.96,14.27,15.65,-11.202,0.123
917,14.96,14.27,15.65,-11.202,0.123
918,14.97,14.28,15.65,-11.203,0.123
919,14.97,14.28,15.66,-11.203,0.123
920,14.97,14.28,15.66,-11.203,0.123
921,14.98,14.29,15.67,-11.203,0.123
922,14.98,14.29,15.67,-11.203,0.123
923,14.98,14.3,15.67,-11.203,0.123
924,14.99,14.3,15.68,-11.203,0.123
925,14.99,14.3,15.68,-11.203,0.123
926,14.99,14.31,15.68,-11.204,0.123
927,15,14.31,15.69,-11.204,0.123
928,15,14.31,15.69,-11.204,0.123
929,15,14.32,15.69,-11.204,0.123
930,15.01,14.32,15.7,-11.204,0.123
931,15.01,14.32,15.7,-11.204,0.123
932,15.02,14.33,15.7,-11.204,0.123
933,15.02,14.33,15.71,-11.204,0.123
934,15.02,14.33,15.71,-11.205,0.123
935,15.03,14.34,15.71,-11.205,0.123
936,15.03,14.34,15.72,-11.205,0.123
937,15.03,14.34,15.72,-11.205,0.123
938,15.03,14.35,15.72,-11.205,0.123
939,15.04,14.35,15.73,-11.205,0.123
940,15.04,14.35,15.73,-11.205,0.123
941,15.04,14.36,15.73,-11.205,0.123
942,15.05,14.36,15.74,-11.206,0.123
943,15.05,14.36,15.74,-11.206,0.123
944,15.05,14.37,15.74,-11.206,0.123
945,15.06,14.37,15.75,-11.206,0.123
946,15.06,14.37,15.75,-11.206,0.123
947,15.06,14.37,15.75,-11.206,0.123
948,15.07,14.38,15.76,-11.206,0.123
949,15.07,14.38,15.76,-11.206,0.123
950,15.07,14.38,15.76,-11.206,0.123
951,15.08,14.39,15.77,-11.207,0.123
952,15.08,14.39,15.77,-11.207,0.123
953,15.08,14.39,15.77,-11.207,0.123
954,15.09,14.4,15.77,-11.207,0.123
955,15.09,14.4,15.78,-11.207,0.123
956,15.09,14.4,15.78,-11.207,0.123
957,15.09,14.41,15.78,-11.207,0.123
958,15.1,14.41,15.79,-11.207,0.123
959,15.1,14.41,15.79,-11.207,0.123
960,15.1,14.41,15.79,-11.208,0.123
961,15.11,14.42,15.8,-11.208,0.123
962,15.11,14.42,15.8,-11.208,0.123
963,15.11,14.42,15.8,-11.208,0.123
964,15.11,14.43,15.8,-11.208,0.123
965,15.12,14.43,15.81,-11.208,0.123
966,15.12,14.43,15.81,-11.208,0.123
967,15.12,14.43,15.81,-11.208,0.123
968,15.13,14.44,15.82,-11.208,0.123
969,15.13,14.44,15.82,-11.208,0.123
970,15.13,14.44,15.82,-11.209,0.123
971,15.13,14.45,15.82,-11.209,0.123
972,15.14,14.45,15.83,-11.209,0.123
973,15.14,14.45,15.83,-11.209,0.123
974,15.14,14.45,15.83,-11.209,0.123
975,15.15,14.46,15.83,-11.209,0.123
976,15.15,14.46,15.84,-11.209,0.123
977,15.15,14.46,15.84,-11.209,0.123
978,15.15,14.46,15.84,-11.209,0.123
979,15.16,14.47,15.85,-11.209,0.123
980,15.16,14.47,15.85,-11.21,0.123
981,15.16,14.47,15.85,-11.21,0.123
982,15.16,14.48,15.85,-11.21,0.123
983,15.17,14.48,15.86,-11.21,0.123
984,15.17,14.48,15.86,-11.21,0.124
985,15.17,14.48,15.86,-11.21,0.124
986,15.18,14.49,15.86,-11.21,0.124
987,15.18,14.49,15.87,-11.21,0.124
988,15.18,14.49,15.87,-11.21,0.124
989,15.18,14.49,15.87,-11.21,0.124
990,15.19,14.5,15.87,-11.21,0.124
991,15.19,14.5,15.88,-11.211,0.124
992,15.19,14.5,15.88,-11.211,0.124
993,15.19,14.5,15.88,-11.211,0.124
994,15.2,14.51,15.88,-11.211,0.124
995,15.2,14.51,15.89,-11.211,0.124
996,15.2,14.51,15.89,-11.211,0.124
997,15.2,14.51,15.89,-11.211,0.124
998,15.21,14.52,15.89,-11.211,0.124
999,15.21,14.52,15.9,-11.211,0.124
1000,15.21,14.52,15.9,-11.211,0.124
1001,15.21,14.52,15.9,-11.211,0.124
1002,15.22,14.53,15.9,-11.212,0.124
1003,15.22,14.53,15.91,-11.212,0.124
1004,15.22,14.53,15.91,-11.212,0.124
1005,15.22,14.53,15.91,-11.212,0.124
1006,15.23,14.54,15.91,-11.212,0.124
1007,15.23,14.54,15.92,-11.212,0.124
1008,15.23,14.54,15.92,-11.212,0.124
1009,15.23,14.54,15.92,-11.212,0.124
1010,15.23,14.55,15.92,-11.212,0.124
1011,15.24,14.55,15.93,-11.212,0.124
1012,15.24,14.55,15.93,-11.212,0.124
1013,15.24,14.55,15.93,-11.213,0.124
1014,15.24,14.55,15.93,-11.213,0.124
1015,15.25,14.56,15.94,-11.213,0.124
1016,15.25,14.56,15.94,-11.213,0.124
1017,15.25,14.56,15.94,-11.213,0.124
1018,15.25,14.56,15.94,-11.213,0.124
1019,15.26,14.57,15.94,-11.213,0.124
1020,15.26,14.57,15.95,-11.213,0.124
1021,15.26,14.57,15.95,-11.213,0.124
1022,15.26,14.57,15.95,-11.213,0.124
1023,15.26,14.58,15.95,-11.213,0.124
1024,15.27,14.58,15.96,-11.213,0.124
1025,15.27,14.58,15.96,-11.214,0.124
1026,15.27,14.58,15.96,-11.214,0.124
1027,15.27,14.58,15.96,-11.214,0.124
1028,15.28,14.59,15.97,-11.214,0.124
1029,15.28,14.59,15.97,-11.214,0.124
1030,15.28,14.59,15.97,-11.214,0.124
1031,15.28,14.59,15.97,-11.214,0.124
1032,15.28,14.6,15.97,-11.214,0.124
1033,15.29,14.6,15.98,-11.214,0.124
1034,15.29,14.6,15.98,-11.214,0.124
1035,15.29,14.6,15.98,-11.214,0.124
1036,15.29,14.6,15.98,-11.214,0.124
1037,15.3,14.61,15.98,-11.214,0.124
1038,15.3,14.61,15.99,-11.215,0.124
1039,15.3,14.61,15.99,-11.215,0.124
1040,15.3,14.61,15.99,-11.215,0.124
1041,15.3,14.61,15.99,-11.215,0.124
1042,15.31,14.62,16,-11.215,0.124
1043,15.31,14.62,16,-11.215,0.124
1044,15.31,14.62,16,-11.215,0.124
1045,15.31,14.62,16,-11.215,0.124
1046,15.31,14.62,16,-11.215,0.124
1047,15.32,14.63,16.01,-11.215,0.124
1048,15.32,14.63,16.01,-11.215,0.124
1049,15.32,14.63,16.01,-11.215,0.124
1050,15.32,14.63,16.01,-11.215,0.124
1051,15.32,14.63,16.01,-11.216,0.124
1052,15.33,14.64,16.02,-11.216,0.124
1053,15.33,14.64,16.02,-11.216,0.124
1054,15.33,14.64,16.02,-11.216,0.124
1055,15.33,14.64,16.02,-11.216,0.124
1056,15.33,14.65,16.02,-11.216,0.124
1057,15.34,14.65,16.03,-11.216,0.124
1058,15.34,14.65,16.03,-11.216,0.124
1059,15.34,14.65,16.03,-11.216,0.124
1060,15.34,14.65,16.03,-11.216,0.124
1061,15.34,14.65,16.03,-11.216,0.124
1062,15.35,14.66,16.04,-11.216,0.124
1063,15.35,14.66,16.04,-11.216,0.124
1064,15.35,14.66,16.04,-11.216,0.124
1065,15.35,14.66,16.04,-11.217,0.124
1066,15.35,14.66,16.04,-11.217,0.124
1067,15.36,14.67,16.05,-11.217,0.124
1068,15.36,14.67,16.05,-11.217,0.124
1069,15.36,14.67,16.05,-11.217,0.124
1070,15.36,14.67,16.05,-11.217,0.124
1071,15.36,14.67,16.05,-11.217,0.124
1072,15.37,14.68,16.06,-11.217,0.124
1073,15.37,14.68,16.06,-11.217,0.124
1074,15.37,14.68,16.06,-11.217,0.124
1075,15.37,14.68,16.06,-11.217,0.124
1076,15.37,14.68,16.06,-11.217,0.124
1077,15.38,14.69,16.06,-11.217,0.124
1078,15.38,14.69,16.07,-11.217,0.124
1079,15.38,14.69,16.07,-11.218,0.124
1080,15.38,14.69,16.07,-11.218,0.124
1081,15.38,14.69,16.07,-11.218,0.124
1082,15.38,14.69,16.07,-11.218,0.124
1083,15.39,14.7,16.08,-11.218,0.124
1084,15.39,14.7,16.08,-11.218,0.124
1085,15.39,14.7,16.08,-11.218,0.124
1086,15.39,14.7,16.08,-11.218,0.124
1087,15.39,14.7,16.08,-11.218,0.124
1088,15.4,14.71,16.09,-11.218,0.124
1089,15.4,14.71,16.09,-11.218,0.124
1090,15.4,14.71,16.09,-11.218,0.124
1091,15.4,14.71,16.09,-11.218,0.124
1092,15.4,14.71,16.09,-11.218,0.124
1093,15.4,14.71,16.09,-11.218,0.124
1094,15.41,14.72,16.1,-11.219,0.124
1095,15.41,14.72,16.1,-11.219,0.124
1096,15.41,14.72,16.1,-11.219,0.124
1097,15.41,14.72,16.1,-11.219,0.124
1098,15.41,14.72,16.1,-11.219,0.124
1099,15.42,14.73,16.1,-11.219,0.124
1100,15.42,14.73,16.11,-11.219,0.124
1101,15.42,14.73,16.11,-11.219,0.124
1102,15.42,14.73,16.11,-11.219,0.124
1103,15.42,14.73,16.11,-11.219,0.124
1104,15.42,14.73,16.11,-11.219,0.124
1105,15.43,14.74,16.12,-11.219,0.124
1106,15.43,14.74,16.12,-11.219,0.124
1107,15.43,14.74,16.12,-11.219,0.124
1108,15.43,14.74,16.12,-11.219,0.124
1109,15.43,14.74,16.12,-11.22,0.124
1110,15.43,14.74,16.12,-11.22,0.124
1111,15.44,14.75,16.13,-11.22,0.124
1112,15.44,14.75,16.13,-11.22,0.124
1113,15.44,14.75,16.13,-11.22,0.124
1114,15.44,14.75,16.13,-11.22,0.124
1115,15.44,14.75,16.13,-11.22,0.124
1116,15.44,14.75,16.13,-11.22,0.124
1117,15.45,14.76,16.14,-11.22,0.124
1118,15.45,14.76,16.14,-11.22,0.124
1119,15.45,14.76,16.14,-11.22,0.125
1120,15.45,14.76,16.14,-11.22,0.125
1121,15.45,14.76,16.14,-11.22,0.125
1122,15.45,14.76,16.14,-11.22,0.125
1123,15.46,14.77,16.15,-11.22,0.125
1124,15.46,14.77,16.15,-11.22,0.125
1125,15.46,14.77,16.15,-11.22,0.125
1126,15.46,14.77,16.15,-11.221,0.125
1127,15.46,14.77,16.15,-11.221,0.125
1128,15.46,14.77,16.15,-11.221,0.125
1129,15.47,14.78,16.16,-11.221,0.125
1130,15.47,14.78,16.16,-11.221,0.125
1131,15.47,14.78,16.16,-11.221,0.125
1132,15.47,14.78,16.16,-11.221,0.125
1133,15.47,14.78,16.16,-11.221,0.125
1134,15.47,14.78,16.16,-11.221,0.125
1135,15.47,14.79,16.16,-11.221,0.125
1136,15.48,14.79,16.17,-11.221,0.125
1137,15.48,14.79,16.17,-11.221,0.125
1138,15.48,14.79,16.17,-11.221,0.125
1139,15.48,14.79,16.17,-11.221,0.125
1140,15.48,14.79,16.17,-11.221,0.125
1141,15.48,14.79,16.17,-11.221,0.125
1142,15.49,14.8,16.18,-11.221,0.125
1143,15.49,14.8,16.18,-11.222,0.125
1144,15.49,14.8,16.18,-11.222,0.125
1145,15.49,14.8,16.18,-11.222,0.125
1146,15.49,14.8,16.18,-11.222,0.125
1147,15.49,14.8,16.18,-11.222,0.125
1148,15.5,14.81,16.19,-11.222,0.125
1149,15.5,14.81,16.19,-11.222,0.125
1150,15.5,14.81,16.19,-11.222,0.125
1151,15.5,14.81,16.19,-11.222,0.125
1152,15.5,14.81,16.19,-11.222,0.125
1153,15.5,14.81,16.19,-11.222,0.125
1154,15.5,14.81,16.19,-11.222,0.125
1155,15.51,14.82,16.2,-11.222,0.125
1156,15.51,14.82,16.2,-11.222,0.125
1157,15.51,14.82,16.2,-11.222,0.125
1158,15.51,14.82,16.2,-11.222,0.125
1159,15.51,14.82,16.2,-11.222,0.125
1160,15.51,14.82,16.2,-11.222,0.125
1161,15.51,14.82,16.2,-11.223,0.125
1162,15.52,14.83,16.21,-11.223,0.125
1163,15.52,14.83,16.21,-11.223,0.125
1164,15.52,14.83,16.21,-11.223,0.125
1165,15.52,14.83,16.21,-11.223,0.125
1166,15.52,14.83,16.21,-11.223,0.125
1167,15.52,14.83,16.21,-11.223,0.125
1168,15.52,14.83,16.21,-11.223,0.125
1169,15.53,14.84,16.22,-11.223,0.125
1170,15.53,14.84,16.22,-11.223,0.125
1171,15.53,14.84,16.22,-11.223,0.125
1172,15.53,14.84,16.22,-11.223,0.125
1173,15.53,14.84,16.22,-11.223,0.125
1174,15.53,14.84,16.22,-11.223,0.125
1175,15.53,14.84,16.22,-11.223,0.125
1176,15.54,14.85,16.23,-11.223,0.125
1177,15.54,14.85,16.23,-11.223,0.125
1178,15.54,14.85,16.23,-11.223,0.125
1179,15.54,14.85,16.23,-11.224,0.125
1180,15.54,14.85,16.23,-11.224,0.125
1181,15.54,14.85,16.23,-11.224,0.125
1182,15.54,14.85,16.23,-11.224,0.125
1183,15.55,14.86,16.24,-11.224,0.125
1184,15.55,14.86,16.24,-11.224,0.125
1185,15.55,14.86,16.24,-11.224,0.125
1186,15.55,14.86,16.24,-11.224,0.125
1187,15.55,14.86,16.24,-11.224,0.125
1188,15.55,14.86,16.24,-11.224,0.125
1189,15.55,14.86,16.24,-11.224,0.125
1190,15.56,14.87,16.25,-11.224,0.125
1191,15.56,14.87,16.25,-11.224,0.125
1192,15.56,14.87,16.25,-11.224,0.125
1193,15.56,14.87,16.25,-11.224,0.125
1194,15.56,14.87,16.25,-11.224,0.125
1195,15.56,14.87,16.25,-11.224,0.125
1196,15.56,14.87,16.25,-11.224,0.125
1197,15.57,14.88,16.26,-11.224,0.125
1198,15.57,14.88,16.26,-11.224,0.125
1199,15.57,14.88,16.26,-11.225,0.125
1200,15.57,14.88,16.26,-11.225,0.125
1201,15.57,14.88,16.26,-11.225,0.125
1202,15.57,14.88,16.26,-11.225,0.125
1203,15.57,14.88,16.26,-11.225,0.125
1204,15.57,14.88,16.26,-11.225,0.125
1205,15.58,14.89,16.27,-11.225,0.125
1206,15.58,14.89,16.27,-11.225,0.125
1207,15.58,14.89,16.27,-11.225,0.125
1208,15.58,14.89,16.27,-11.225,0.125
1209,15.58,14.89,16.27,-11.225,0.125
1210,15.58,14.89,16.27,-11.225,0.125
1211,15.58,14.89,16.27,-11.225,0.125
1212,15.59,14.89,16.28,-11.225,0.125
1213,15.59,14.9,16.28,-11.225,0.125
1214,15.59,14.9,16.28,-11.225,0.125
1215,15.59,14.9,16.28,-11.225,0.125
1216,15.59,14.9,16.28,-11.225,0.125
1217,15.59,14.9,16.28,-11.225,0.125
1218,15.59,14.9,16.28,-11.225,0.125
1219,15.59,14.9,16.28,-11.225,0.125
1220,15.6,14.91,16.29,-11.226,0.125
1221,15.6,14.91,16.29,-11.226,0.125
1222,15.6,14.91,16.29,-11.226,0.125
1223,15.6,14.91,16.29,-11.226,0.125
1224,15.6,14.91,16.29,-11.226,0.125
1225,15.6,14.91,16.29,-11.226,0.125
1226,15.6,14.91,16.29,-11.226,0.125
1227,15.6,14.91,16.29,-11.226,0.125
1228,15.61,14.92,16.3,-11.226,0.125
1229,15.61,14.92,16.3,-11.226,0.125
1230,15.61,14.92,16.3,-11.226,0.125
1231,15.61,14.92,16.3,-11.226,0.125
1232,15.61,14.92,16.3,-11.226,0.125
1233,15.61,14.92,16.3,-11.226,0.125
